id_orden,fecha,id_cliente,producto,categoria,marca,region,canal,metodo_pago,unidades,precio_unitario,descuento_pct,venta
ORD-01851,07/03/2026,C-0512,Tenis Casual Street,Moda,Urban Co.,Occidente,Web,Tarjeta crédito,1,1399,0,1399
ORD-01915,07/03/2026,C-0841,Laptop Nova 14,Electrónica,Nova,Sur,Web,Tarjeta débito,1,18999,15,16149.15
ORD-01952,07/03/2026,C-0576,Licuadora MixPlus,Hogar,HomePlus,Centro,App,Tarjeta crédito,2,1199,0,2398
ORD-01997,07/03/2026,C-0399,Auto Control Remoto,Juguetes,FunTech,Occidente,App,PayPal,2,999,10,1798.2
ORD-02052,07/03/2026,C-0590,Tenis Runner Pro,Deportes,Move,Sur,Marketplace,Tarjeta crédito,1,1899,5,1804.05
ORD-02055,07/03/2026,C-0634,Jeans Classic,Moda,Urban Co.,Sur,Web,Tarjeta crédito,1,899,0,899
ORD-02097,07/03/2026,C-0660,Smartwatch FitGo,Deportes,FitGo,Centro,Web,Tarjeta débito,1,2299,0,2299
ORD-02134,07/03/2026,C-0864,Audífonos AirBeat,Electrónica,SoundPro,Sur,Web,Tarjeta crédito,1,1499,15,1274.15
ORD-02138,07/03/2026,C-0875,Licuadora MixPlus,Hogar,HomePlus,Centro,App,PayPal,3,1199,0,3597
ORD-02146,07/03/2026,C-0367,Cafetera HomeBrew,Hogar,HomePlus,Centro,App,Tarjeta crédito,3,1799,0,5397
ORD-02186,07/03/2026,C-0077,Tablet Go 10,Electrónica,Nova,Centro,App,PayPal,2,6299,15,10708.3
ORD-02208,07/03/2026,C-0061,Smartphone X1,Electrónica,Nova,Occidente,Marketplace,Tarjeta débito,1,8999,5,8549.05
ORD-02247,07/03/2026,C-0145,Muñeca Adventure,Juguetes,PlayBox,Sur,Web,Tarjeta crédito,1,649,10,584.1
ORD-02435,07/03/2026,C-0176,Laptop Nova 14,Electrónica,Nova,Norte,Marketplace,Tarjeta crédito,2,18999,10,34198.2
ORD-02471,07/03/2026,C-0403,Aspiradora CleanPro,Hogar,CleanPro,Norte,Web,Tarjeta crédito,2,3299,0,6598
ORD-02492,07/03/2026,C-0929,Smart TV 55,Electrónica,Vision,Norte,Web,Tarjeta débito,1,11999,5,11399.05
ORD-02515,07/03/2026,C-0823,Smartwatch FitGo,Deportes,FitGo,Occidente,App,Tarjeta débito,1,2299,10,2069.1
ORD-02528,07/03/2026,C-0034,Freidora AirCook,Hogar,KitchenLab,Norte,Web,Tarjeta débito,2,2499,0,4998
ORD-02558,07/03/2026,C-0138,Audífonos AirBeat,Electrónica,SoundPro,Centro,Marketplace,Tarjeta débito,1,1499,0,1499
ORD-02676,07/03/2026,C-0337,Mochila Training,Deportes,Move,Occidente,Marketplace,Tarjeta débito,1,899,0,899
ORD-02679,07/03/2026,C-0117,Smart TV 55,Electrónica,Vision,Occidente,Web,Tarjeta débito,2,11999,10,21598.2
ORD-02689,07/03/2026,C-0806,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta crédito,1,1499,0,1499
ORD-02690,07/03/2026,C-0522,Mochila Training,Deportes,Move,Norte,Web,Transferencia,1,899,0,899
ORD-02747,07/03/2026,C-0762,Tablet Go 10,Electrónica,Nova,Centro,Web,Tarjeta débito,2,6299,0,12598
ORD-02785,07/03/2026,C-0440,Tenis Runner Pro,Deportes,Move,Occidente,Web,Tarjeta crédito,2,1899,0,3798
ORD-02830,07/03/2026,C-0619,Muñeca Adventure,Juguetes,PlayBox,Sur,Marketplace,Tarjeta crédito,1,649,0,649
ORD-02846,07/03/2026,C-0299,Licuadora MixPlus,Hogar,HomePlus,Norte,App,PayPal,3,1199,5,3417.15
ORD-02847,07/03/2026,C-0230,Smartwatch FitGo,Deportes,FitGo,Centro,Marketplace,Tarjeta crédito,1,2299,15,1954.15
ORD-02874,07/03/2026,C-0011,Cafetera HomeBrew,Hogar,HomePlus,Centro,Web,Tarjeta crédito,1,1799,0,1799
ORD-02885,07/03/2026,C-0402,Cafetera HomeBrew,Hogar,HomePlus,Sur,App,Tarjeta crédito,2,1799,0,3598
ORD-02900,07/03/2026,C-0767,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta crédito,1,1499,10,1349.1
ORD-02965,07/03/2026,C-0674,Licuadora MixPlus,Hogar,HomePlus,Sureste,Web,Transferencia,3,1199,15,3057.45
ORD-02986,07/03/2026,C-0318,Tenis Runner Pro,Deportes,Move,Norte,Web,PayPal,2,1899,10,3418.2
ORD-00013,08/03/2026,C-0157,Licuadora MixPlus,Hogar,HomePlus,Sureste,Web,Tarjeta débito,2,1199,10,2158.2
ORD-00038,08/03/2026,C-0827,Smartphone X1,Electrónica,Nova,Norte,Web,PayPal,1,8999,10,8099.1
ORD-00079,08/03/2026,C-0580,Tenis Casual Street,Moda,Urban Co.,Centro,App,PayPal,1,1399,5,1329.05
ORD-00122,08/03/2026,C-0455,Cafetera HomeBrew,Hogar,HomePlus,Sur,Web,Tarjeta crédito,2,1799,5,3418.1
ORD-00191,08/03/2026,C-0585,Tablet Go 10,Electrónica,Nova,Centro,Marketplace,Tarjeta débito,1,6299,10,5669.1
ORD-00196,08/03/2026,C-0732,Tenis Runner Pro,Deportes,Move,Norte,Web,Tarjeta crédito,1,1899,0,1899
ORD-00256,08/03/2026,C-0339,Smartwatch FitGo,Deportes,FitGo,Centro,Marketplace,Tarjeta crédito,1,2299,0,2299
ORD-00267,08/03/2026,C-0917,Licuadora MixPlus,Hogar,HomePlus,Centro,Web,Tarjeta crédito,1,1199,0,1199
ORD-00337,08/03/2026,C-0756,Muñeca Adventure,Juguetes,PlayBox,Sur,App,Tarjeta crédito,1,649,5,616.55
ORD-00386,08/03/2026,C-0382,Bicicleta Urban 21,Deportes,Move,Norte,Web,Tarjeta débito,1,7499,0,7499
ORD-00411,08/03/2026,C-0225,Tablet Go 10,Electrónica,Nova,Centro,Marketplace,Transferencia,4,6299,0,25196
ORD-00415,08/03/2026,C-0826,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta débito,1,1499,0,1499
ORD-00466,08/03/2026,C-0302,Tablet Go 10,Electrónica,Nova,Sur,Web,PayPal,1,6299,0,6299
ORD-00497,08/03/2026,C-0837,Tenis Runner Pro,Deportes,Move,Norte,Web,Tarjeta débito,1,1899,5,1804.05
ORD-00589,08/03/2026,C-0270,Chamarra Urban,Moda,Urban Co.,Sur,Web,Tarjeta crédito,1,1599,5,1519.05
ORD-00655,08/03/2026,C-0752,Set Bloques Creativos,Juguetes,PlayBox,Centro,Marketplace,Tarjeta crédito,2,799,0,1598
ORD-00664,08/03/2026,C-0688,Tenis Runner Pro,Deportes,Move,Centro,App,Tarjeta crédito,1,1899,15,1614.15
ORD-00677,08/03/2026,C-0695,Muñeca Adventure,Juguetes,PlayBox,Centro,Marketplace,Tarjeta débito,1,649,0,649
ORD-00720,08/03/2026,C-0384,Tenis Runner Pro,Deportes,Move,Norte,Marketplace,Tarjeta crédito,1,1899,5,1804.05
ORD-00733,08/03/2026,C-0188,Tenis Runner Pro,Deportes,Move,Sureste,Web,PayPal,1,1899,0,1899
ORD-00810,08/03/2026,C-0936,Jeans Classic,Moda,Urban Co.,Centro,Web,Tarjeta crédito,3,899,15,2292.45
ORD-00827,08/03/2026,C-0806,Tenis Casual Street,Moda,Urban Co.,Sur,App,Tarjeta crédito,1,1399,5,1329.05
ORD-00886,08/03/2026,C-0313,Smartphone X1,Electrónica,Nova,Centro,App,Tarjeta débito,1,8999,15,7649.15
ORD-00908,08/03/2026,C-0842,Tenis Runner Pro,Deportes,Move,Sureste,Marketplace,Transferencia,1,1899,0,1899
ORD-00926,08/03/2026,C-0011,Auto Control Remoto,Juguetes,FunTech,Occidente,Marketplace,Tarjeta crédito,1,999,5,949.05
ORD-01014,08/03/2026,C-0476,Smartwatch FitGo,Deportes,FitGo,Norte,App,Tarjeta crédito,1,2299,0,2299
ORD-01016,08/03/2026,C-0867,Chamarra Urban,Moda,Urban Co.,Sur,App,Tarjeta crédito,1,1599,5,1519.05
ORD-01029,08/03/2026,C-0724,Sudadera Essential,Moda,BasicLab,Centro,App,Tarjeta crédito,2,999,0,1998
ORD-01039,08/03/2026,C-0814,Tenis Casual Street,Moda,Urban Co.,Centro,Web,Tarjeta crédito,1,1399,0,1399
ORD-01100,08/03/2026,C-0346,Smart TV 55,Electrónica,Vision,Norte,Web,Tarjeta crédito,3,11999,0,35997
ORD-01113,08/03/2026,C-0681,Jeans Classic,Moda,Urban Co.,Sur,Web,Tarjeta crédito,2,899,5,1708.1
ORD-01137,08/03/2026,C-0008,Smartphone X1,Electrónica,Nova,Norte,App,Tarjeta crédito,2,8999,0,17998
ORD-01186,08/03/2026,C-0656,Auto Control Remoto,Juguetes,FunTech,Centro,Web,Tarjeta crédito,1,999,5,949.05
ORD-01188,08/03/2026,C-0314,Auto Control Remoto,Juguetes,FunTech,Norte,Web,Transferencia,2,999,0,1998
ORD-01193,08/03/2026,C-0480,Jeans Classic,Moda,Urban Co.,Occidente,Web,Tarjeta débito,1,899,0,899
ORD-01213,08/03/2026,C-0492,Sudadera Essential,Moda,BasicLab,Centro,Marketplace,Tarjeta débito,1,999,5,949.05
ORD-01233,08/03/2026,C-0950,Audífonos AirBeat,Electrónica,SoundPro,Centro,Web,Tarjeta crédito,2,1499,0,2998
ORD-01319,08/03/2026,C-0789,Bicicleta Urban 21,Deportes,Move,Centro,App,Tarjeta crédito,2,7499,10,13498.2
ORD-01327,08/03/2026,C-0095,Aspiradora CleanPro,Hogar,CleanPro,Centro,App,Tarjeta crédito,1,3299,0,3299
ORD-01359,08/03/2026,C-0068,Smartphone X1,Electrónica,Nova,Sureste,Web,Tarjeta crédito,1,8999,0,8999
ORD-01405,08/03/2026,C-0945,Jeans Classic,Moda,Urban Co.,Centro,Marketplace,Tarjeta débito,3,899,0,2697
ORD-01427,08/03/2026,C-0079,Bicicleta Urban 21,Deportes,Move,Sureste,Web,Tarjeta crédito,1,7499,5,7124.05
ORD-01456,08/03/2026,C-0710,Tablet Go 10,Electrónica,Nova,Sur,Marketplace,Tarjeta crédito,3,6299,0,18897
ORD-01477,08/03/2026,C-0526,Jeans Classic,Moda,Urban Co.,Sur,Web,Tarjeta débito,1,899,0,899
ORD-01485,08/03/2026,C-0334,Cafetera HomeBrew,Hogar,HomePlus,Centro,Marketplace,PayPal,3,1799,0,5397
ORD-01542,08/03/2026,C-0451,Aspiradora CleanPro,Hogar,CleanPro,Sur,Web,Tarjeta crédito,1,3299,20,2639.2
ORD-01676,08/03/2026,C-0644,Tenis Casual Street,Moda,Urban Co.,Centro,Web,Tarjeta débito,1,1399,0,1399
ORD-01699,08/03/2026,C-0847,Sudadera Essential,Moda,BasicLab,Occidente,Web,Tarjeta débito,4,999,0,3996
ORD-01706,08/03/2026,C-0788,Auto Control Remoto,Juguetes,FunTech,Centro,App,Tarjeta crédito,1,999,5,949.05
ORD-01715,08/03/2026,C-0507,Aspiradora CleanPro,Hogar,CleanPro,Norte,Web,Tarjeta débito,1,3299,5,3134.05
ORD-01727,08/03/2026,C-0698,Cafetera HomeBrew,Hogar,HomePlus,Occidente,Marketplace,Transferencia,1,1799,0,1799
ORD-01781,08/03/2026,C-0628,Aspiradora CleanPro,Hogar,CleanPro,Sur,Web,Transferencia,3,3299,0,9897
ORD-01889,08/03/2026,C-0136,Tenis Casual Street,Moda,Urban Co.,Occidente,Marketplace,Transferencia,1,1399,0,1399
ORD-01895,08/03/2026,C-0523,Mochila Training,Deportes,Move,Centro,Web,PayPal,1,899,0,899
ORD-01920,08/03/2026,C-0243,Freidora AirCook,Hogar,KitchenLab,Centro,App,PayPal,1,2499,15,2124.15
ORD-01924,08/03/2026,C-0238,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,PayPal,1,1499,10,1349.1
ORD-01937,08/03/2026,C-0276,Set Bloques Creativos,Juguetes,PlayBox,Centro,Marketplace,Tarjeta débito,2,799,0,1598
ORD-01939,08/03/2026,C-0513,Muñeca Adventure,Juguetes,PlayBox,Sur,Web,Tarjeta crédito,2,649,0,1298
ORD-01948,08/03/2026,C-0730,Cafetera HomeBrew,Hogar,HomePlus,Centro,Marketplace,Transferencia,1,1799,0,1799
ORD-01965,08/03/2026,C-0101,Audífonos AirBeat,Electrónica,SoundPro,Sur,Web,Transferencia,1,1499,0,1499
ORD-02018,08/03/2026,C-0082,Sudadera Essential,Moda,BasicLab,Centro,Web,PayPal,2,999,10,1798.2
ORD-02050,08/03/2026,C-0780,Aspiradora CleanPro,Hogar,CleanPro,Occidente,Web,Tarjeta crédito,2,3299,5,6268.1
ORD-02059,08/03/2026,C-0544,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta débito,2,1499,10,2698.2
ORD-02068,08/03/2026,C-0650,Sudadera Essential,Moda,BasicLab,Occidente,Web,Tarjeta crédito,1,999,0,999
ORD-02080,08/03/2026,C-0018,Licuadora MixPlus,Hogar,HomePlus,Norte,Marketplace,Tarjeta débito,2,1199,5,2278.1
ORD-02084,08/03/2026,C-0275,Set Bloques Creativos,Juguetes,PlayBox,Occidente,Web,PayPal,1,799,5,759.05
ORD-02092,08/03/2026,C-0283,Laptop Nova 14,Electrónica,Nova,Sur,Web,Tarjeta débito,1,18999,5,18049.05
ORD-02098,08/03/2026,C-0769,Aspiradora CleanPro,Hogar,CleanPro,Centro,Web,Tarjeta crédito,1,3299,0,3299
ORD-02102,08/03/2026,C-0843,Muñeca Adventure,Juguetes,PlayBox,Occidente,Web,Tarjeta débito,2,649,0,1298
ORD-02179,08/03/2026,C-0401,Smart TV 55,Electrónica,Vision,Occidente,Web,Tarjeta débito,1,11999,5,11399.05
ORD-02180,08/03/2026,C-0349,Tenis Casual Street,Moda,Urban Co.,Sur,Web,Transferencia,3,1399,15,3567.45
ORD-02194,08/03/2026,C-0141,Licuadora MixPlus,Hogar,HomePlus,Sur,App,PayPal,1,1199,0,1199
ORD-02250,08/03/2026,C-0328,Laptop Nova 14,Electrónica,Nova,Centro,Marketplace,Tarjeta débito,1,18999,15,16149.15
ORD-02252,08/03/2026,C-0578,Cafetera HomeBrew,Hogar,HomePlus,Centro,Web,Tarjeta crédito,3,1799,15,4587.45
ORD-02274,08/03/2026,C-0528,Cafetera HomeBrew,Hogar,HomePlus,Sur,App,Tarjeta débito,1,1799,0,1799
ORD-02289,08/03/2026,C-0364,Smartwatch FitGo,Deportes,FitGo,Occidente,Web,PayPal,1,2299,10,2069.1
ORD-02291,08/03/2026,C-0880,Mochila Training,Deportes,Move,Norte,Web,Tarjeta crédito,1,899,15,764.15
ORD-02312,08/03/2026,C-0081,Auto Control Remoto,Juguetes,FunTech,Occidente,Web,Tarjeta débito,1,999,0,999
ORD-02314,08/03/2026,C-0382,Freidora AirCook,Hogar,KitchenLab,Norte,App,Tarjeta crédito,1,2499,5,2374.05
ORD-02352,08/03/2026,C-0116,Mochila Training,Deportes,Move,Occidente,Web,Tarjeta crédito,1,899,5,854.05
ORD-02385,08/03/2026,C-0814,Jeans Classic,Moda,Urban Co.,Centro,Marketplace,Tarjeta crédito,1,899,15,764.15
ORD-02400,08/03/2026,C-0937,Aspiradora CleanPro,Hogar,CleanPro,Norte,Marketplace,Transferencia,1,3299,15,2804.15
ORD-02467,08/03/2026,C-0081,Tablet Go 10,Electrónica,Nova,Centro,Web,PayPal,1,6299,10,5669.1
ORD-02478,08/03/2026,C-0908,Smartwatch FitGo,Deportes,FitGo,Sur,Web,Tarjeta crédito,2,2299,0,4598
ORD-02497,08/03/2026,C-0407,Sudadera Essential,Moda,BasicLab,Centro,Web,Tarjeta crédito,1,999,0,999
ORD-02509,08/03/2026,C-0125,Audífonos AirBeat,Electrónica,SoundPro,Centro,App,Tarjeta crédito,1,1499,5,1424.05
ORD-02529,08/03/2026,C-0279,Laptop Nova 14,Electrónica,Nova,Norte,App,Tarjeta débito,2,18999,0,37998
ORD-02576,08/03/2026,C-0364,Smartwatch FitGo,Deportes,FitGo,Occidente,Web,Tarjeta débito,1,2299,5,2184.05
ORD-02593,08/03/2026,C-0097,Tenis Casual Street,Moda,Urban Co.,Occidente,Web,PayPal,2,1399,0,2798
ORD-02624,08/03/2026,C-0306,Aspiradora CleanPro,Hogar,CleanPro,Occidente,App,Tarjeta débito,1,3299,0,3299
ORD-02629,08/03/2026,C-0596,Freidora AirCook,Hogar,KitchenLab,Centro,App,Transferencia,1,2499,0,2499
ORD-02634,08/03/2026,C-0043,Audífonos AirBeat,Electrónica,SoundPro,Centro,Marketplace,Tarjeta débito,1,1499,0,1499
ORD-02649,08/03/2026,C-0357,Tablet Go 10,Electrónica,Nova,Centro,App,Tarjeta crédito,1,6299,0,6299
ORD-02667,08/03/2026,C-0645,Auto Control Remoto,Juguetes,FunTech,Centro,Web,Tarjeta débito,2,999,5,1898.1
ORD-02693,08/03/2026,C-0582,Freidora AirCook,Hogar,KitchenLab,Centro,Web,Tarjeta crédito,1,2499,0,2499
ORD-02702,08/03/2026,C-0046,Jeans Classic,Moda,Urban Co.,Occidente,App,Transferencia,1,899,5,854.05
ORD-02710,08/03/2026,C-0239,Tablet Go 10,Electrónica,Nova,Centro,Web,Tarjeta débito,1,6299,0,6299
ORD-02786,08/03/2026,C-0184,Tablet Go 10,Electrónica,Nova,Norte,App,Tarjeta crédito,1,6299,10,5669.1
ORD-02816,08/03/2026,C-0780,Tenis Casual Street,Moda,Urban Co.,Centro,Web,Tarjeta crédito,1,1399,0,1399
ORD-02851,08/03/2026,C-0090,Jeans Classic,Moda,Urban Co.,Centro,App,Transferencia,1,899,0,899
ORD-02934,08/03/2026,C-0656,Muñeca Adventure,Juguetes,PlayBox,Sureste,Web,PayPal,1,649,15,551.65
ORD-02957,08/03/2026,C-0451,Licuadora MixPlus,Hogar,HomePlus,Occidente,Web,Tarjeta débito,1,1199,0,1199
ORD-02995,08/03/2026,C-0553,Laptop Nova 14,Electrónica,Nova,Sureste,Marketplace,Tarjeta débito,1,18999,0,18999
ORD-00012,09/03/2026,C-0598,Freidora AirCook,Hogar,KitchenLab,Centro,App,Tarjeta débito,1,2499,10,2249.1
ORD-00041,09/03/2026,C-0850,Smartwatch FitGo,Deportes,FitGo,Norte,Web,Transferencia,1,2299,0,2299
ORD-00051,09/03/2026,C-0747,Audífonos AirBeat,Electrónica,SoundPro,Centro,Marketplace,Tarjeta crédito,1,1499,0,1499
ORD-00083,09/03/2026,C-0769,Jeans Classic,Moda,Urban Co.,Norte,Web,Transferencia,1,899,0,899
ORD-00104,09/03/2026,C-0285,Chamarra Urban,Moda,Urban Co.,Occidente,App,Tarjeta crédito,1,1599,5,1519.05
ORD-00148,09/03/2026,C-0797,Laptop Nova 14,Electrónica,Nova,Centro,App,Tarjeta débito,1,18999,10,17099.1
ORD-00155,09/03/2026,C-0096,Aspiradora CleanPro,Hogar,CleanPro,Norte,Web,Transferencia,2,3299,0,6598
ORD-00167,09/03/2026,C-0546,Audífonos AirBeat,Electrónica,SoundPro,Centro,Web,Tarjeta débito,1,1499,0,1499
ORD-00210,09/03/2026,C-0559,Sudadera Essential,Moda,BasicLab,Sur,App,Tarjeta crédito,2,999,5,1898.1
ORD-00285,09/03/2026,C-0438,Freidora AirCook,Hogar,KitchenLab,Centro,Marketplace,PayPal,1,2499,15,2124.15
ORD-00348,09/03/2026,C-0737,Mochila Training,Deportes,Move,Sur,Marketplace,Tarjeta crédito,1,899,10,809.1
ORD-00398,09/03/2026,C-0618,Aspiradora CleanPro,Hogar,CleanPro,Sur,Web,PayPal,1,3299,0,3299
ORD-00400,09/03/2026,C-0564,Chamarra Urban,Moda,Urban Co.,Sur,Web,Transferencia,1,1599,10,1439.1
ORD-00407,09/03/2026,C-0822,Smartphone X1,Electrónica,Nova,Norte,Web,Tarjeta débito,1,8999,10,8099.1
ORD-00444,09/03/2026,C-0148,Set Bloques Creativos,Juguetes,PlayBox,Norte,App,Tarjeta débito,1,799,0,799
ORD-00446,09/03/2026,C-0504,Tenis Runner Pro,Deportes,Move,Sureste,Web,PayPal,1,1899,0,1899
ORD-00460,09/03/2026,C-0247,Tenis Casual Street,Moda,Urban Co.,Occidente,Marketplace,Tarjeta débito,1,1399,0,1399
ORD-00493,09/03/2026,C-0742,Smartphone X1,Electrónica,Nova,Occidente,Web,PayPal,2,8999,5,17098.1
ORD-00571,09/03/2026,C-0419,Freidora AirCook,Hogar,KitchenLab,Norte,Web,PayPal,2,2499,0,4998
ORD-00609,09/03/2026,C-0766,Cafetera HomeBrew,Hogar,HomePlus,Occidente,Web,PayPal,3,1799,10,4857.3
ORD-00615,09/03/2026,C-0468,Mochila Training,Deportes,Move,Occidente,Web,Transferencia,1,899,5,854.05
ORD-00702,09/03/2026,C-0669,Set Bloques Creativos,Juguetes,PlayBox,Occidente,App,PayPal,1,799,0,799
ORD-00709,09/03/2026,C-0533,Tenis Casual Street,Moda,Urban Co.,Occidente,Marketplace,Tarjeta crédito,1,1399,0,1399
ORD-00752,09/03/2026,C-0722,Jeans Classic,Moda,Urban Co.,Norte,App,Tarjeta crédito,1,899,20,719.2
ORD-00832,09/03/2026,C-0152,Audífonos AirBeat,Electrónica,SoundPro,Norte,Web,Tarjeta débito,3,1499,5,4272.15
ORD-00847,09/03/2026,C-0295,Laptop Nova 14,Electrónica,Nova,Centro,App,Tarjeta débito,1,18999,0,18999
ORD-00919,09/03/2026,C-0377,Jeans Classic,Moda,Urban Co.,Centro,App,Tarjeta crédito,1,899,0,899
ORD-00944,09/03/2026,C-0167,Audífonos AirBeat,Electrónica,SoundPro,Centro,Marketplace,PayPal,2,1499,0,2998
ORD-00996,09/03/2026,C-0750,Licuadora MixPlus,Hogar,HomePlus,Occidente,App,Transferencia,3,1199,5,3417.15
ORD-01069,09/03/2026,C-0660,Freidora AirCook,Hogar,KitchenLab,Occidente,Web,Tarjeta crédito,1,2499,10,2249.1
ORD-01070,09/03/2026,C-0202,Smartphone X1,Electrónica,Nova,Sureste,Web,Tarjeta crédito,1,8999,0,8999
ORD-01071,09/03/2026,C-0142,Chamarra Urban,Moda,Urban Co.,Centro,Marketplace,Tarjeta débito,1,1599,0,1599
ORD-01142,09/03/2026,C-0891,Tenis Casual Street,Moda,Urban Co.,Sureste,App,Tarjeta crédito,1,1399,0,1399
ORD-01150,09/03/2026,C-0140,Licuadora MixPlus,Hogar,HomePlus,Centro,Web,Tarjeta débito,1,1199,15,1019.15
ORD-01194,09/03/2026,C-0651,Tenis Runner Pro,Deportes,Move,Sureste,App,Tarjeta débito,1,1899,15,1614.15
ORD-01203,09/03/2026,C-0659,Tenis Runner Pro,Deportes,Move,Centro,App,Tarjeta débito,1,1899,0,1899
ORD-01207,09/03/2026,C-0832,Sudadera Essential,Moda,BasicLab,Centro,Web,Tarjeta crédito,1,999,0,999
ORD-01237,09/03/2026,C-0800,Jeans Classic,Moda,Urban Co.,Centro,Marketplace,Tarjeta débito,2,899,20,1438.4
ORD-01283,09/03/2026,C-0485,Audífonos AirBeat,Electrónica,SoundPro,Occidente,Web,Tarjeta crédito,1,1499,10,1349.1
ORD-01311,09/03/2026,C-0931,Set Bloques Creativos,Juguetes,PlayBox,Centro,Marketplace,Transferencia,1,799,5,759.05
ORD-01349,09/03/2026,C-0085,Chamarra Urban,Moda,Urban Co.,Norte,App,Tarjeta crédito,1,1599,0,1599
ORD-01360,09/03/2026,C-0752,Mochila Training,Deportes,Move,Centro,App,Tarjeta débito,1,899,0,899
ORD-01396,09/03/2026,C-0029,Licuadora MixPlus,Hogar,HomePlus,Norte,App,Tarjeta crédito,1,1199,0,1199
ORD-01408,09/03/2026,C-0542,Smart TV 55,Electrónica,Vision,Norte,App,Tarjeta crédito,1,11999,10,10799.1
ORD-01447,09/03/2026,C-0241,Auto Control Remoto,Juguetes,FunTech,Centro,Marketplace,PayPal,1,999,5,949.05
ORD-01529,09/03/2026,C-0059,Smartphone X1,Electrónica,Nova,Occidente,Web,Transferencia,1,8999,10,8099.1
ORD-01579,09/03/2026,C-0932,Muñeca Adventure,Juguetes,PlayBox,Sur,App,Tarjeta crédito,1,649,5,616.55
ORD-01614,09/03/2026,C-0584,Tablet Go 10,Electrónica,Nova,Occidente,App,Tarjeta crédito,1,6299,0,6299
ORD-01619,09/03/2026,C-0925,Auto Control Remoto,Juguetes,FunTech,Occidente,Web,Tarjeta crédito,1,999,10,899.1
ORD-01694,09/03/2026,C-0437,Aspiradora CleanPro,Hogar,CleanPro,Sureste,Web,PayPal,1,3299,0,3299
ORD-01756,09/03/2026,C-0679,Sudadera Essential,Moda,BasicLab,Occidente,App,Tarjeta crédito,1,999,5,949.05
ORD-01759,09/03/2026,C-0569,Tenis Casual Street,Moda,Urban Co.,Centro,Web,PayPal,3,1399,15,3567.45
ORD-01847,09/03/2026,C-0030,Jeans Classic,Moda,Urban Co.,Norte,Web,Tarjeta crédito,1,899,0,899
ORD-01908,09/03/2026,C-0950,Smartwatch FitGo,Deportes,FitGo,Occidente,Marketplace,PayPal,1,2299,5,2184.05
ORD-01910,09/03/2026,C-0822,Freidora AirCook,Hogar,KitchenLab,Occidente,App,Tarjeta crédito,2,2499,5,4748.1
ORD-01918,09/03/2026,C-0434,Tenis Casual Street,Moda,Urban Co.,Centro,App,Tarjeta crédito,2,1399,0,2798
ORD-01934,09/03/2026,C-0286,Mochila Training,Deportes,Move,Centro,Marketplace,Tarjeta débito,2,899,0,1798
ORD-01994,09/03/2026,C-0003,Cafetera HomeBrew,Hogar,HomePlus,Centro,Web,Tarjeta crédito,1,1799,10,1619.1
ORD-02025,09/03/2026,C-0441,Tenis Runner Pro,Deportes,Move,Occidente,App,PayPal,1,1899,0,1899
ORD-02034,09/03/2026,C-0854,Tenis Runner Pro,Deportes,Move,Norte,Web,Tarjeta débito,2,1899,0,3798
ORD-02044,09/03/2026,C-0366,Chamarra Urban,Moda,Urban Co.,Occidente,App,Tarjeta débito,1,1599,15,1359.15
ORD-02062,09/03/2026,C-0303,Cafetera HomeBrew,Hogar,HomePlus,Occidente,Marketplace,PayPal,1,1799,10,1619.1
ORD-02083,09/03/2026,C-0511,Jeans Classic,Moda,Urban Co.,Occidente,Web,PayPal,3,899,0,2697
ORD-02095,09/03/2026,C-0826,Tenis Casual Street,Moda,Urban Co.,Occidente,Marketplace,Tarjeta crédito,2,1399,10,2518.2
ORD-02135,09/03/2026,C-0279,Smart TV 55,Electrónica,Vision,Norte,Web,Tarjeta débito,2,11999,10,21598.2
ORD-02181,09/03/2026,C-0495,Licuadora MixPlus,Hogar,HomePlus,Centro,App,Tarjeta crédito,1,1199,5,1139.05
ORD-02188,09/03/2026,C-0301,Smartwatch FitGo,Deportes,FitGo,Sur,Web,Tarjeta crédito,1,2299,0,2299
ORD-02221,09/03/2026,C-0120,Mochila Training,Deportes,Move,Sur,App,Transferencia,1,899,0,899
ORD-02246,09/03/2026,C-0781,Audífonos AirBeat,Electrónica,SoundPro,Centro,Marketplace,Tarjeta débito,1,1499,5,1424.05
ORD-02257,09/03/2026,C-0530,Freidora AirCook,Hogar,KitchenLab,Sur,Web,Tarjeta crédito,1,2499,5,2374.05
ORD-02287,09/03/2026,C-0744,Sudadera Essential,Moda,BasicLab,Sur,App,Tarjeta débito,1,999,15,849.15
ORD-02303,09/03/2026,C-0297,Tenis Runner Pro,Deportes,Move,Centro,Web,Tarjeta crédito,1,1899,0,1899
ORD-02325,09/03/2026,C-0258,Smartphone X1,Electrónica,Nova,Occidente,Web,Tarjeta crédito,1,8999,20,7199.2
ORD-02344,09/03/2026,C-0846,Auto Control Remoto,Juguetes,FunTech,Centro,Marketplace,Transferencia,1,999,0,999
ORD-02393,09/03/2026,C-0813,Smartwatch FitGo,Deportes,FitGo,Sureste,App,Tarjeta crédito,3,2299,10,6207.3
